bioguide_id,full_name,first_name,last_name,birthday,gender,party,state,term_start,term_end,type,age
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2009-01-06,2011-01-03,rep,62
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2011-01-05,2013-01-03,rep,62
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2013-01-03,2015-01-03,rep,62
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2015-01-06,2017-01-03,rep,62
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2017-01-03,2019-01-03,rep,62
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2019-01-03,2021-01-03,rep,62
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2021-01-03,2023-01-03,rep,62
S001168,John P. Sarbanes,John,Sarbanes,1962-05-22,M,Democrat,MD,2023-01-03,2025-01-03,rep,62
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2008-05-07,2009-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2009-01-06,2011-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2011-01-05,2013-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2013-01-03,2015-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2015-01-06,2017-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2017-01-03,2019-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2019-01-03,2021-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2021-01-03,2023-01-03,rep,58
S001176,Steve Scalise,Steve,Scalise,1965-10-06,M,Republican,LA,2023-01-03,2025-01-03,rep,58
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,1999-01-06,2001-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2001-01-03,2003-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2003-01-07,2005-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2005-01-04,2007-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2007-01-04,2009-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2009-01-06,2011-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2011-01-05,2013-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2013-01-03,2015-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2015-01-06,2017-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2017-01-03,2019-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2019-01-03,2021-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2021-01-03,2023-01-03,rep,80
S001145,Janice D. Schakowsky,Janice,Schakowsky,1944-05-26,F,Democrat,IL,2023-01-03,2025-01-03,rep,80
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2001-01-03,2003-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2003-01-07,2005-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2005-01-04,2007-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2007-01-04,2009-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2009-01-06,2011-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2011-01-05,2013-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2013-01-03,2015-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2015-01-06,2017-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2017-01-03,2019-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2019-01-03,2021-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2021-01-03,2023-01-03,rep,64
S001150,Adam B. Schiff,Adam,Schiff,1960-06-22,M,Democrat,CA,2023-01-03,2025-01-03,rep,64
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1981-01-05,1983-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1983-01-03,1985-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1985-01-03,1987-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1987-01-06,1989-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1989-01-03,1991-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1991-01-03,1993-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1993-01-05,1995-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1995-01-04,1997-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1997-01-07,1999-01-03,rep,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,1999-01-06,2005-01-03,sen,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,2005-01-04,2011-01-03,sen,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,2011-01-05,2017-01-03,sen,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,2017-01-03,2023-01-03,sen,73
S000148,Charles E. Schumer,Charles,Schumer,1950-11-23,M,Democrat,NY,2023-01-03,2029-01-03,sen,73
S001183,David Schweikert,David,Schweikert,1962-03-03,M,Republican,AZ,2011-01-05,2013-01-03,rep,62
S001183,David Schweikert,David,Schweikert,1962-03-03,M,Republican,AZ,2013-01-03,2015-01-03,rep,62
S001183,David Schweikert,David,Schweikert,1962-03-03,M,Republican,AZ,2015-01-06,2017-01-03,rep,62
S001183,David Schweikert,David,Schweikert,1962-03-03,M,Republican,AZ,2017-01-03,2019-01-03,rep,62
S001183,David Schweikert,David,Schweikert,1962-03-03,M,Republican,AZ,2019-01-03,2021-01-03,rep,62
S001183,David Schweikert,David,Schweikert,1962-03-03,M,Republican,AZ,2021-01-03,2023-01-03,rep,62
S001183,David Schweikert,David,Schweikert,1962-03-03,M,Republican,AZ,2023-01-03,2025-01-03,rep,62
S001189,Austin Scott,Austin,Scott,1969-12-10,M,Republican,GA,2011-01-05,2013-01-03,rep,54
S001189,Austin Scott,Austin,Scott,1969-12-10,M,Republican,GA,2013-01-03,2015-01-03,rep,54
S001189,Austin Scott,Austin,Scott,1969-12-10,M,Republican,GA,2015-01-06,2017-01-03,rep,54
S001189,Austin Scott,Austin,Scott,1969-12-10,M,Republican,GA,2017-01-03,2019-01-03,rep,54
S001189,Austin Scott,Austin,Scott,1969-12-10,M,Republican,GA,2019-01-03,2021-01-03,rep,54
S001189,Austin Scott,Austin,Scott,1969-12-10,M,Republican,GA,2021-01-03,2023-01-03,rep,54
S001189,Austin Scott,Austin,Scott,1969-12-10,M,Republican,GA,2023-01-03,2025-01-03,rep,54
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2003-01-07,2005-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2005-01-04,2007-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2007-01-04,2009-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2009-01-06,2011-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2011-01-05,2013-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2013-01-03,2015-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2015-01-06,2017-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2017-01-03,2019-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2019-01-03,2021-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2021-01-03,2023-01-03,rep,79
S001157,David Scott,David,Scott,1945-06-27,M,Democrat,GA,2023-01-03,2025-01-03,rep,79
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,1993-01-05,1995-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,1995-01-04,1997-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,1997-01-07,1999-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,1999-01-06,2001-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2001-01-03,2003-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2003-01-07,2005-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2005-01-04,2007-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2007-01-04,2009-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2009-01-06,2011-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2011-01-05,2013-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2013-01-03,2015-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2015-01-06,2017-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2017-01-03,2019-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2019-01-03,2021-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2021-01-03,2023-01-03,rep,77
S000185,"Robert C. ""Bobby"" Scott",Robert,Scott,1947-04-30,M,Democrat,VA,2023-01-03,2025-01-03,rep,77
S001184,Tim Scott,Tim,Scott,1965-09-19,M,Republican,SC,2011-01-05,2013-01-02,rep,58
S001184,Tim Scott,Tim,Scott,1965-09-19,M,Republican,SC,2013-01-03,2015-01-03,sen,58
S001184,Tim Scott,Tim,Scott,1965-09-19,M,Republican,SC,2015-01-06,2017-01-03,sen,58
S001184,Tim Scott,Tim,Scott,1965-09-19,M,Republican,SC,2017-01-03,2023-01-03,sen,58
S001184,Tim Scott,Tim,Scott,1965-09-19,M,Republican,SC,2023-01-03,2029-01-03,sen,58
S001185,Terri A. Sewell,Terri,Sewell,1965-01-01,F,Democrat,AL,2011-01-05,2013-01-03,rep,59
S001185,Terri A. Sewell,Terri,Sewell,1965-01-01,F,Democrat,AL,2013-01-03,2015-01-03,rep,59
S001185,Terri A. Sewell,Terri,Sewell,1965-01-01,F,Democrat,AL,2015-01-06,2017-01-03,rep,59
S001185,Terri A. Sewell,Terri,Sewell,1965-01-01,F,Democrat,AL,2017-01-03,2019-01-03,rep,59
S001185,Terri A. Sewell,Terri,Sewell,1965-01-01,F,Democrat,AL,2019-01-03,2021-01-03,rep,59
S001185,Terri A. Sewell,Terri,Sewell,1965-01-01,F,Democrat,AL,2021-01-03,2023-01-03,rep,59
S001185,Terri A. Sewell,Terri,Sewell,1965-01-01,F,Democrat,AL,2023-01-03,2025-01-03,rep,59
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,1997-01-07,1999-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,1999-01-06,2001-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2001-01-03,2003-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2003-01-07,2005-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2005-01-04,2007-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2007-01-04,2009-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2009-01-06,2011-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2011-01-05,2013-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2013-01-03,2015-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2015-01-06,2017-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2017-01-03,2019-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2019-01-03,2021-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2021-01-03,2023-01-03,rep,69
S000344,Brad Sherman,Brad,Sherman,1954-10-24,M,Democrat,CA,2023-01-03,2025-01-03,rep,69
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,1999-01-06,2001-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2001-01-03,2003-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2003-01-07,2005-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2005-01-04,2007-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2007-01-04,2009-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2009-01-06,2011-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2011-01-05,2013-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2013-01-03,2015-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2015-01-06,2017-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2017-01-03,2019-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2019-01-03,2021-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2021-01-03,2023-01-03,rep,73
S001148,Michael K. Simpson,Michael,Simpson,1950-09-08,M,Republican,ID,2023-01-03,2025-01-03,rep,73
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,1997-01-07,1999-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,1999-01-06,2001-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2001-01-03,2003-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2003-01-07,2005-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2005-01-04,2007-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2007-01-04,2009-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2009-01-06,2011-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2011-01-05,2013-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2013-01-03,2015-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2015-01-06,2017-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2017-01-03,2019-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2019-01-03,2021-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2021-01-03,2023-01-03,rep,59
S000510,Adam Smith,Adam,Smith,1965-06-15,M,Democrat,WA,2023-01-03,2025-01-03,rep,59
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2007-01-04,2009-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2009-01-06,2011-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2011-01-05,2013-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2013-01-03,2015-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2015-01-06,2017-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2017-01-03,2019-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2019-01-03,2021-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2021-01-03,2023-01-03,rep,53
S001172,Adrian Smith,Adrian,Smith,1970-12-19,M,Republican,NE,2023-01-03,2025-01-03,rep,53
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1981-01-05,1983-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1983-01-03,1985-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1985-01-03,1987-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1987-01-06,1989-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1989-01-03,1991-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1991-01-03,1993-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1993-01-05,1995-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1995-01-04,1997-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1997-01-07,1999-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,1999-01-06,2001-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2001-01-03,2003-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2003-01-07,2005-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2005-01-04,2007-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2007-01-04,2009-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2009-01-06,2011-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2011-01-05,2013-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2013-01-03,2015-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2015-01-06,2017-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2017-01-03,2019-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2019-01-03,2021-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2021-01-03,2023-01-03,rep,71
S000522,Christopher H. Smith,Christopher,Smith,1953-03-04,M,Republican,NJ,2023-01-03,2025-01-03,rep,71
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2003-01-07,2005-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2005-01-04,2007-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2007-01-04,2009-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2009-01-06,2011-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2011-01-05,2013-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2013-01-03,2015-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2015-01-06,2017-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2017-01-03,2019-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2019-01-03,2021-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2021-01-03,2023-01-03,rep,55
S001156,Linda T. Sánchez,Linda,Sánchez,1969-01-28,F,Democrat,CA,2023-01-03,2025-01-03,rep,55
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,1993-04-13,1995-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,1995-01-04,1997-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,1997-01-07,1999-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,1999-01-06,2001-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2001-01-03,2003-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2003-01-07,2005-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2005-01-04,2007-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2007-01-04,2009-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2009-01-06,2011-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2011-01-05,2013-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2013-01-03,2015-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2015-01-06,2017-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2017-01-03,2019-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2019-01-03,2021-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2021-01-03,2023-01-03,rep,76
T000193,Bennie G. Thompson,Bennie,Thompson,1948-01-28,M,Democrat,MS,2023-01-03,2025-01-03,rep,76
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,1999-01-06,2001-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2001-01-03,2003-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2003-01-07,2005-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2005-01-04,2007-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2007-01-04,2009-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2009-01-06,2011-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2011-01-05,2013-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2013-01-03,2015-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2015-01-06,2017-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2017-01-03,2019-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2019-01-03,2021-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2021-01-03,2023-01-03,rep,73
T000460,Mike Thompson,Mike,Thompson,1951-01-24,M,Democrat,CA,2023-01-03,2025-01-03,rep,73
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2009-01-06,2011-01-03,rep,64
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2011-01-05,2013-01-03,rep,64
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2013-01-03,2015-01-03,rep,64
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2015-01-06,2017-01-03,rep,64
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2017-01-03,2019-01-03,rep,64
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2019-01-03,2021-01-03,rep,64
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2021-01-03,2023-01-03,rep,64
T000467,Glenn Thompson,Glenn,Thompson,1959-07-27,M,Republican,PA,2023-01-03,2025-01-03,rep,64
T000250,John Thune,John,Thune,1961-01-07,M,Republican,SD,1997-01-07,1999-01-03,rep,63
T000250,John Thune,John,Thune,1961-01-07,M,Republican,SD,1999-01-06,2001-01-03,rep,63
T000250,John Thune,John,Thune,1961-01-07,M,Republican,SD,2001-01-03,2003-01-03,rep,63
T000250,John Thune,John,Thune,1961-01-07,M,Republican,SD,2005-01-04,2011-01-03,sen,63
T000250,John Thune,John,Thune,1961-01-07,M,Republican,SD,2011-01-05,2017-01-03,sen,63
T000250,John Thune,John,Thune,1961-01-07,M,Republican,SD,2017-01-03,2023-01-03,sen,63
T000250,John Thune,John,Thune,1961-01-07,M,Republican,SD,2023-01-03,2029-01-03,sen,63
T000469,Paul Tonko,Paul,Tonko,1949-06-18,M,Democrat,NY,2009-01-06,2011-01-03,rep,75
T000469,Paul Tonko,Paul,Tonko,1949-06-18,M,Democrat,NY,2011-01-05,2013-01-03,rep,75
T000469,Paul Tonko,Paul,Tonko,1949-06-18,M,Democrat,NY,2013-01-03,2015-01-03,rep,75
T000469,Paul Tonko,Paul,Tonko,1949-06-18,M,Democrat,NY,2015-01-06,2017-01-03,rep,75
